ラクミー経営管理 店舗画面 データソース定義表 V89（V88+地代家賃設定・費用実績入力・予算一覧9費目・単月地代家賃・月次予算設定修正 統合版）
作成日: 2026-04-20
総指標数,859
基準: V88 + 以下4パッチ統合
"  - V88_追加差分_地代家賃設定_費用実績入力.csv (50行: P1-P21, R1-R29)"
  - V88_追加差分_予算一覧_9費目追加.csv (9行: 446a-446i)
  - V88_追加差分_単月費用設定_単月地代家賃追加.csv (1行: 79a)
  - V88_修正差分_月次予算設定_固定変動費用予算_地代家賃反映.csv (No.54/73c REPLACE)
備考: V88ソースにあったテンプレート残骸4行(No='No')を除外済み
経営重要度: 店長視点

No,プロダクト区分,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,計算レイヤー,データスコープ,データ負荷レベル,データソース区分,指標タイプ,指標タイプ詳細,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,演算範囲,演算ロジック,演算式詳細,中間画面名.画面指標名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,依存先指標（画面名.指標名）,依存先指標（テーブル名.列名）,被参照指標（画面名.指標名）,依存先指標数,被参照指標数,参照頻度,演算コスト,システム負荷,負荷要因,推奨対応,キャッシュ戦略,スナップショット対象,更新トリガー,画面カテゴリ,指標区分,指標区分の説明,機能説明,判断,AI推測の理由,不明点,改善
198,ラクミーウェブ,分析画面,予実対比,予算_減価償却費,L1,C,L1,店舗内,高,計算項目,予算設定参照×演算,費用設定.減価償却費÷営業日数×経過日数,monthly_costs.減価償却費,-,費用設定.減価償却費,画面間,費用設定.減価償却費 ÷ 営業日数 × 経過日数,減価償却費 / 営業日数 × 経過日数,日次累計予算値,月次予算設定.減価償却費,-,費用設定.減価償却費 → 日割計算 → 予実対比.予算_減価償却費,月次予算設定.減価償却費,-; monthly_costs.減価償却費,-,1,0,低,中,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,-,予算演算追加,費目別予算の日割り×経過日数,-,-
199,ラクミーウェブ,分析画面,予実対比,予算_社員人件費,L1,C,L1,店舗内,高,計算項目,予算設定参照×演算,費用設定.社員人件費÷営業日数×経過日数,monthly_costs.社員人件費,-,費用設定.社員人件費,画面間,費用設定.社員人件費 ÷ 営業日数 × 経過日数,社員人件費 / 営業日数 × 経過日数,日次累計予算値,月次予算設定.社員人件費,-,費用設定.社員人件費 → 日割計算 → 予実対比.予算_社員人件費,月次予算設定.社員人件費,-; monthly_costs.社員人件費,-,1,0,低,中,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,-,予算演算追加,費目別予算の日割り×経過日数,-,-
200,ラクミーウェブ,分析画面,予実対比,予算_販促費,L1,C,L1,店舗内,高,計算項目,予算設定参照×演算,費用設定.販促費÷営業日数×経過日数,monthly_costs.販促費,-,費用設定.販促費,画面間,費用設定.販促費 ÷ 営業日数 × 経過日数,販促費 / 営業日数 × 経過日数,日次累計予算値,月次予算設定.販促費,-,費用設定.販促費 → 日割計算 → 予実対比.予算_販促費,月次予算設定.販促費,-; monthly_costs.販促費,-,1,0,低,中,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,-,予算演算追加,費目別予算の日割り×経過日数,-,-
201,ラクミーウェブ,分析画面,予実対比,予算_電気代,L1,C,L1,店舗内,高,計算項目,予算設定参照×演算,費用設定.電気代÷営業日数×経過日数,monthly_costs.電気代,-,費用設定.電気代,画面間,費用設定.電気代 ÷ 営業日数 × 経過日数,電気代 / 営業日数 × 経過日数,日次累計予算値,月次予算設定.電気代,-,費用設定.電気代 → 日割計算 → 予実対比.予算_電気代,月次予算設定.電気代,-; monthly_costs.電気代,-,1,0,低,中,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,-,予算演算追加,費目別予算の日割り×経過日数,-,-
202,ラクミーウェブ,分析画面,予実対比,予算_営業利益,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_総売上-予算_FLコスト-予算_その他経費,-,-,画面内演算,画面内,予算_総売上 計 - 予算_FLコスト 計 - 予算_その他経費 計,予算_総売上 - 予算_FLコスト - 予算_その他経費,日次累計予算値,"予実対比.予算_総売上 計, 予実対比.予算_FLコスト 計, 予実対比.予算_その他経費 計",-,予算_総売上 - 予算_FLコスト - 予算_その他経費 → 予実対比.予算_営業利益,"予実対比.予算_総売上 計, 予実対比.予算_FLコスト 計, 予実対比.予算_その他経費 計",-; -,-,3,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,-,予算演算追加,予算値の画面内演算,-,-
203,ラクミーウェブ,分析画面,予実対比,予算構成比_総売上 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_総売上÷予算_総売上×100,-,-,画面内演算,画面内,予算_総売上 計 ÷ 予算_総売上 計 × 100,100%（基準値）,予算構成比,予実対比.予算_総売上 計,-,予算_総売上 / 予算_総売上 → 予実対比.予算構成比_総売上 計,予実対比.予算_総売上 計,-; -,-,1,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
204,ラクミーウェブ,分析画面,予実対比,予算構成比_フード売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,予算_フード売上÷予算_総売上×100,-,-,画面内演算,画面内,予算_フード売上 計 ÷ 予算_総売上 計 × 100,予算_フード売上 / 予算_総売上 × 100,予算構成比,"予実対比.予算_フード売上 計, 予実対比.予算_総売上 計",-,予算_フード売上 / 予算_総売上 → 予実対比.予算構成比_フード売上 計,"予実対比.予算_フード売上 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
205,ラクミーウェブ,分析画面,予実対比,予算構成比_ドリンク売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,予算_ドリンク売上÷予算_総売上×100,-,-,画面内演算,画面内,予算_ドリンク売上 計 ÷ 予算_総売上 計 × 100,予算_ドリンク売上 / 予算_総売上 × 100,予算構成比,"予実対比.予算_ドリンク売上 計, 予実対比.予算_総売上 計",-,予算_ドリンク売上 / 予算_総売上 → 予実対比.予算構成比_ドリンク売上 計,"予実対比.予算_ドリンク売上 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
206,ラクミーウェブ,分析画面,予実対比,予算構成比_その他売上 計,L1,C,L2-S,店舗月次,低,計算項目,画面内演算,予算_その他売上÷予算_総売上×100,-,-,画面内演算,画面内,予算_その他売上 計 ÷ 予算_総売上 計 × 100,予算_その他売上 / 予算_総売上 × 100,予算構成比,"予実対比.予算_その他売上 計, 予実対比.予算_総売上 計",-,予算_その他売上 / 予算_総売上 → 予実対比.予算構成比_その他売上 計,"予実対比.予算_その他売上 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
207,ラクミーウェブ,分析画面,予実対比,予算構成比_FLコスト 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_FLコスト÷予算_総売上×100,-,-,画面内演算,画面内,予算_FLコスト 計 ÷ 予算_総売上 計 × 100,予算_FLコスト / 予算_総売上 × 100,予算構成比,"予実対比.予算_FLコスト 計, 予実対比.予算_総売上 計",-,予算_FLコスト / 予算_総売上 → 予実対比.予算構成比_FLコスト 計,"予実対比.予算_FLコスト 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
208,ラクミーウェブ,分析画面,予実対比,予算構成比_FD仕入 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_FD仕入÷予算_総売上×100,-,-,画面内演算,画面内,予算_FD仕入 計 ÷ 予算_総売上 計 × 100,予算_FD仕入 / 予算_総売上 × 100,予算構成比,"予実対比.予算_FD仕入 計, 予実対比.予算_総売上 計",-,予算_FD仕入 / 予算_総売上 → 予実対比.予算構成比_FD仕入 計,"予実対比.予算_FD仕入 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
209,ラクミーウェブ,分析画面,予実対比,予算構成比_人件費 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_人件費÷予算_総売上×100,-,-,画面内演算,画面内,予算_人件費 計 ÷ 予算_総売上 計 × 100,予算_人件費 / 予算_総売上 × 100,予算構成比,"予実対比.予算_人件費 計, 予実対比.予算_総売上 計",-,予算_人件費 / 予算_総売上 → 予実対比.予算構成比_人件費 計,"予実対比.予算_人件費 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
210,ラクミーウェブ,分析画面,予実対比,予算構成比_その他経費 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,予算_その他経費÷予算_総売上×100,-,-,画面内演算,画面内,予算_その他経費 計 ÷ 予算_総売上 計 × 100,予算_その他経費 / 予算_総売上 × 100,予算構成比,"予実対比.予算_その他経費 計, 予実対比.予算_総売上 計",-,予算_その他経費 / 予算_総売上 → 予実対比.予算構成比_その他経費 計,"予実対比.予算_その他経費 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
211,ラクミーウェブ,分析画面,予実対比,予算構成比_営業利益,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,予算_営業利益÷予算_総売上×100,-,-,画面内演算,画面内,予算_営業利益 ÷ 予算_総売上 計 × 100,予算_営業利益 / 予算_総売上 × 100,予算構成比,"予実対比.予算_営業利益, 予実対比.予算_総売上 計",-,予算_営業利益 / 予算_総売上 → 予実対比.予算構成比_営業利益,"予実対比.予算_営業利益, 予実対比.予算_総売上 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,予算値に対する構成比（％）,-,予算演算追加,予算ベースの構成比,-,-
212,ラクミーウェブ,分析画面,予実対比,予実差額_総売上 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_総売上-予算_総売上,-,-,画面内演算,画面内,実績_総売上 計 - 予算_総売上 計,実績 - 予算,予実差額,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-,実績_総売上 - 予算_総売上 → 予実対比.予実差額_総売上 計,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
213,ラクミーウェブ,分析画面,予実対比,予実差額_フード売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_フード売上-予算_フード売上,-,-,画面内演算,画面内,実績_フード売上 計 - 予算_フード売上 計,実績 - 予算,予実差額,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-,実績_フード売上 - 予算_フード売上 → 予実対比.予実差額_フード売上 計,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
214,ラクミーウェブ,分析画面,予実対比,予実差額_ドリンク売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_ドリンク売上-予算_ドリンク売上,-,-,画面内演算,画面内,実績_ドリンク売上 計 - 予算_ドリンク売上 計,実績 - 予算,予実差額,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-,実績_ドリンク売上 - 予算_ドリンク売上 → 予実対比.予実差額_ドリンク売上 計,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
215,ラクミーウェブ,分析画面,予実対比,予実差額_その他売上 計,L1,C,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他売上-予算_その他売上,-,-,画面内演算,画面内,実績_その他売上 計 - 予算_その他売上 計,実績 - 予算,予実差額,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-,実績_その他売上 - 予算_その他売上 → 予実対比.予実差額_その他売上 計,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
216,ラクミーウェブ,分析画面,予実対比,予実差額_FLコスト 計,L3,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FLコスト-予算_FLコスト,-,-,画面内演算,画面内,実績_FLコスト 計 - 予算_FLコスト 計,実績 - 予算,予実差額,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-,実績_FLコスト - 予算_FLコスト → 予実対比.予実差額_FLコスト 計,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
217,ラクミーウェブ,分析画面,予実対比,予実差額_FD仕入 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FD仕入-予算_FD仕入,-,-,画面内演算,画面内,実績_FD仕入 計 - 予算_FD仕入 計,実績 - 予算,予実差額,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-,実績_FD仕入 - 予算_FD仕入 → 予実対比.予実差額_FD仕入 計,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
218,ラクミーウェブ,分析画面,予実対比,予実差額_人件費 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_人件費-予算_人件費,-,-,画面内演算,画面内,実績_人件費 計 - 予算_人件費 計,実績 - 予算,予実差額,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-,実績_人件費 - 予算_人件費 → 予実対比.予実差額_人件費 計,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
219,ラクミーウェブ,分析画面,予実対比,予実差額_その他経費 計,L3,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他経費-予算_その他経費,-,-,画面内演算,画面内,実績_その他経費 計 - 予算_その他経費 計,実績 - 予算,予実差額,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-,実績_その他経費 - 予算_その他経費 → 予実対比.予実差額_その他経費 計,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-; -,-,2,0,中,低,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
220,ラクミーウェブ,分析画面,予実対比,予実差額_営業利益,L3,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_営業利益-予算_営業利益,-,-,画面内演算,画面内,実績_営業利益 - 予算_営業利益,実績 - 予算,予実差額,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-,実績_営業利益 - 予算_営業利益 → 予実対比.予実差額_営業利益,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予実差額,日次予算値と日次実績の差額,-,予算演算追加,日次予算値と日次実績の差額,-,-
221,ラクミーウェブ,分析画面,予実対比,予算対比率_総売上 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_総売上÷予算_総売上×100,-,-,画面内演算,画面内,実績_総売上 計 ÷ 予算_総売上 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_総売上 計,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
222,ラクミーウェブ,分析画面,予実対比,予算対比率_フード売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_フード売上÷予算_フード売上×100,-,-,画面内演算,画面内,実績_フード売上 計 ÷ 予算_フード売上 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_フード売上 計,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
223,ラクミーウェブ,分析画面,予実対比,予算対比率_ドリンク売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_ドリンク売上÷予算_ドリンク売上×100,-,-,画面内演算,画面内,実績_ドリンク売上 計 ÷ 予算_ドリンク売上 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_ドリンク売上 計,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
224,ラクミーウェブ,分析画面,予実対比,予算対比率_その他売上 計,L1,C,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他売上÷予算_その他売上×100,-,-,画面内演算,画面内,実績_その他売上 計 ÷ 予算_その他売上 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_その他売上 計,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
225,ラクミーウェブ,分析画面,予実対比,予算対比率_FLコスト 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FLコスト÷予算_FLコスト×100,-,-,画面内演算,画面内,実績_FLコスト 計 ÷ 予算_FLコスト 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_FLコスト 計,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
226,ラクミーウェブ,分析画面,予実対比,予算対比率_FD仕入 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FD仕入÷予算_FD仕入×100,-,-,画面内演算,画面内,実績_FD仕入 計 ÷ 予算_FD仕入 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_FD仕入 計,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
227,ラクミーウェブ,分析画面,予実対比,予算対比率_人件費 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_人件費÷予算_人件費×100,-,-,画面内演算,画面内,実績_人件費 計 ÷ 予算_人件費 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_人件費 計,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
228,ラクミーウェブ,分析画面,予実対比,予算対比率_その他経費 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他経費÷予算_その他経費×100,-,-,画面内演算,画面内,実績_その他経費 計 ÷ 予算_その他経費 計 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-,実績 / 予算 × 100 → 予実対比.予算対比率_その他経費 計,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
229,ラクミーウェブ,分析画面,予実対比,予算対比率_営業利益,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_営業利益÷予算_営業利益×100,-,-,画面内演算,画面内,実績_営業利益 ÷ 予算_営業利益 × 100,実績 / 予算 × 100,予算対比率,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-,実績 / 予算 × 100 → 予実対比.予算対比率_営業利益,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算対比率,実績÷予算×100（％）,-,予算演算追加,実績÷予算×100,-,-
230,ラクミーウェブ,分析画面,予実対比,構成比_総売上 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_総売上÷実績_総売上×100,-,-,画面内演算,画面内,実績_総売上 計 ÷ 実績_総売上 計 × 100,100%（基準値）,構成比,予実対比.実績_総売上 計,-,実績_総売上 / 実績_総売上 → 予実対比.構成比_総売上 計,予実対比.実績_総売上 計,-; -,-,1,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
231,ラクミーウェブ,分析画面,予実対比,構成比_フード売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_フード売上÷実績_総売上×100,-,-,画面内演算,画面内,実績_フード売上 計 ÷ 実績_総売上 計 × 100,実績_フード売上 / 実績_総売上 × 100,構成比,"予実対比.実績_フード売上 計, 予実対比.実績_総売上 計",-,実績_フード売上 / 実績_総売上 → 予実対比.構成比_フード売上 計,"予実対比.実績_フード売上 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
232,ラクミーウェブ,分析画面,予実対比,構成比_ドリンク売上 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_ドリンク売上÷実績_総売上×100,-,-,画面内演算,画面内,実績_ドリンク売上 計 ÷ 実績_総売上 計 × 100,実績_ドリンク売上 / 実績_総売上 × 100,構成比,"予実対比.実績_ドリンク売上 計, 予実対比.実績_総売上 計",-,実績_ドリンク売上 / 実績_総売上 → 予実対比.構成比_ドリンク売上 計,"予実対比.実績_ドリンク売上 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
233,ラクミーウェブ,分析画面,予実対比,構成比_その他売上 計,L1,C,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他売上÷実績_総売上×100,-,-,画面内演算,画面内,実績_その他売上 計 ÷ 実績_総売上 計 × 100,実績_その他売上 / 実績_総売上 × 100,構成比,"予実対比.実績_その他売上 計, 予実対比.実績_総売上 計",-,実績_その他売上 / 実績_総売上 → 予実対比.構成比_その他売上 計,"予実対比.実績_その他売上 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
234,ラクミーウェブ,分析画面,予実対比,構成比_FLコスト 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FLコスト÷実績_総売上×100,-,-,画面内演算,画面内,実績_FLコスト 計 ÷ 実績_総売上 計 × 100,実績_FLコスト / 実績_総売上 × 100,構成比,"予実対比.実績_FLコスト 計, 予実対比.実績_総売上 計",-,実績_FLコスト / 実績_総売上 → 予実対比.構成比_FLコスト 計,"予実対比.実績_FLコスト 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
235,ラクミーウェブ,分析画面,予実対比,構成比_FD仕入 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_FD仕入÷実績_総売上×100,-,-,画面内演算,画面内,実績_FD仕入 計 ÷ 実績_総売上 計 × 100,実績_FD仕入 / 実績_総売上 × 100,構成比,"予実対比.実績_FD仕入 計, 予実対比.実績_総売上 計",-,実績_FD仕入 / 実績_総売上 → 予実対比.構成比_FD仕入 計,"予実対比.実績_FD仕入 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
236,ラクミーウェブ,分析画面,予実対比,構成比_人件費 計,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_人件費÷実績_総売上×100,-,-,画面内演算,画面内,実績_人件費 計 ÷ 実績_総売上 計 × 100,実績_人件費 / 実績_総売上 × 100,構成比,"予実対比.実績_人件費 計, 予実対比.実績_総売上 計",-,実績_人件費 / 実績_総売上 → 予実対比.構成比_人件費 計,"予実対比.実績_人件費 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
