70,実績算出・分析画面,年間予実対比(予実対比),FLコスト 計,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート仕入とKOT人件費の組合せ,SUM,SUM(infomart_transactions.total_tax_excluded) + SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs","infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","インフォマート（仕入）, 勤怠（KOT/ジョブカン）",-,年間予実対比(予実対比).営業利益,infomart_transactions.total_tax_excluded / head_office_connected_service_labor_costs_logs.labor_costs → infomart_transactions.total_tax_excluded / head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(予実対比).FLコスト 計,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,FLコストの定義(FD仕入+人件費)が正しいか不明,FLコストの演算式を確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
71,実績算出・分析画面,年間予実対比(予実対比),FD仕入 計,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMFD,SUM(infomart_transactions.total_tax_excluded) WHERE category IN ('フード' 'ドリンク') GROUP BY year,-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 年間予実対比(予実対比).FD仕入 計,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
72,実績算出・分析画面,年間予実対比(予実対比),人件費 計,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(予実対比).人件費 計,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
73,実績算出・分析画面,年間予実対比(予実対比),その他経費 計,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM,SUM(monthly_costs.value) WHERE cost_type = '経費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,年間予実対比(予実対比).営業利益,monthly_costs.value → 年間予実対比(予実対比).その他経費 計,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。
74,実績算出・分析画面,年間予実対比(予実対比),ラクミー利用料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'ラクミー利用料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).ラクミー利用料,スキーマ検証済,-,費目名が正確か不明,費目マスタで正式名称を確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
75,実績算出・分析画面,年間予実対比(予実対比),IT費用,L3,D,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'IT費用',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).IT費用,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
76,実績算出・分析画面,年間予実対比(予実対比),お花代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'お花代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).お花代,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
77,実績算出・分析画面,年間予実対比(予実対比),ガス代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'ガス代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).ガス代,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
78,実績算出・分析画面,年間予実対比(予実対比),クレジットカード手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'クレジットカード手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).クレジットカード手数料,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
79,実績算出・分析画面,年間予実対比(予実対比),レジ利用料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'レジ利用料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).レジ利用料,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
80,実績算出・分析画面,年間予実対比(予実対比),借入金返済,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '借入金返済',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).借入金返済,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
81,実績算出・分析画面,年間予実対比(予実対比),家賃(変動分),L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '家賃(変動分)',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).家賃(変動分),スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
82,実績算出・分析画面,年間予実対比(予実対比),水道代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '水道代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).水道代,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
83,実績算出・分析画面,年間予実対比(予実対比),社員人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月給者,SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者',-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(予実対比).社員人件費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
84,実績算出・分析画面,年間予実対比(予実対比),電気代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '電気代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).電気代,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
85,実績算出・分析画面,年間予実対比(予実対比),営業利益,L4a,S,画面内,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-FLコスト-経費,年間予実対比(予実対比).総売上 計 - 年間予実対比(予実対比).FLコスト 計 - 年間予実対比(予実対比).その他経費 計,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).営業利益,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。
86,実績算出・分析画面,年間予実対比(予実対比),フード売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比(予実対比).フード売上ランチ,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
87,実績算出・分析画面,年間予実対比(予実対比),フード売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比(予実対比).フード売上ディナー,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
88,実績算出・分析画面,年間予実対比(予実対比),ドリンク売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比(予実対比).ドリンク売上ランチ,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
89,実績算出・分析画面,年間予実対比(予実対比),ドリンク売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比(予実対比).ドリンク売上ディナー,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
90,実績算出・分析画面,年間予実対比(予実対比),フード仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMフード,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'フード' GROUP BY year,-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 年間予実対比(予実対比).フード仕入,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
91,実績算出・分析画面,年間予実対比(予実対比),ドリンク仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMドリンク,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'ドリンク' GROUP BY year,-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 年間予実対比(予実対比).ドリンク仕入,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
92,実績算出・分析画面,年間予実対比(予実対比),固定人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月給者,SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者' GROUP BY year,-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(予実対比).固定人件費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
93,実績算出・分析画面,年間予実対比(予実対比),PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(head_office_employee_working_records.daily_cost) GROUP BY year,-,head_office_employee_working_records.daily_cost,head_office_employee_working_records.daily_cost,-,[外部]head_office_employee_working_records.daily_cost,-,head_office_employee_working_records.daily_cost → head_office_employee_working_records.daily_cost → 年間予実対比(予実対比).PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
94,実績算出・分析画面,年間予実対比(予実対比),ヘルプ人件費,L1,C,画面間,計算項目,外部連携×外部連携,KOT内の複数データ組合せ,help_costs-help_costs_minus,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"head_office_connected_service_labor_costs_logs.help_costs, head_office_connected_service_head_office_connected_service_labor_costs_logs.help_costs_minus","help_costs, help_costs_minus",-,"店舗別人件費.ヘルプ人件費, 店舗別人件費.ヘルプ人件費マイナス",-,help_costs / help_costs_minus → head_office_connected_service_labor_costs_logs.help_costs / head_office_connected_service_head_office_connected_service_labor_costs_logs.help_costs_minus → 年間予実対比(予実対比).ヘルプ人件費,AI推測,-,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。
95,実績算出・分析画面,年間予実対比(予実対比),地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).地代家賃,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
96,実績算出・分析画面,年間予実対比(予実対比),資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).資材費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
97,実績算出・分析画面,年間予実対比(予実対比),水道光熱費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=水道光熱費,monthly_costs.value WHERE cost_item = '水道光熱費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).水道光熱費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
98,実績算出・分析画面,年間予実対比(予実対比),減価償却費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).減価償却費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
99,実績算出・分析画面,年間予実対比(予実対比),販促費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=販促費,monthly_costs.value WHERE cost_item = '販促費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).販促費,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
100,実績算出・分析画面,月次集計,客単価税抜,L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数","時間帯別売上分析.客単価(税抜), 感度分析.客単価(税抜)",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 月次集計.客単価(税抜),スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
101,実績算出・分析画面,月次集計,変動費単価,L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,変動費÷客数,感度分析.変動費 ÷ 感度分析.客数,感度分析.変動費,z_totals.customers,-,-,"感度分析.変動費, 感度分析.客数",感度分析.変動費単価,z_totals.customers → 感度分析.変動費 → 月次集計.変動費単価,演算検証済,インプット元: 感度分析.変動費,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
102,実績算出・分析画面,月次集計,変動費率,L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,変動費÷売上×100,感度分析.変動費 ÷ 当月実績.売上税抜 × 100,感度分析.変動費,z_totals.sales_excluded,-,-,"感度分析.変動費, 当月実績.売上税抜",感度分析.変動費率,z_totals.sales_excluded → 感度分析.変動費 → 月次集計.変動費率,演算検証済,インプット元: 感度分析.変動費,-,-,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。
103,実績算出・分析画面,月次集計,仕入費率,L1,C,画面間,計算項目,外部連携×外部連携,インフォマート仕入とPOS売上の組合せ,仕入÷売上×100,予実対比.FD仕入 ÷ 当月実績.売上税抜 × 100,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded","インフォマート（仕入）, POS売上（日別集計）","予実対比.FD仕入, 当月実績.売上税抜","当月実績.仕入費率, 仕入先分析.仕入費率, 感度分析.仕入費率",tax_excluded_total / ZTOTAL.sales_excluded → infomart_transactions.total_tax_excluded / head_office_connected_service_sales_logs.sales_excluded → 月次集計.仕入費率,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。
104,実績算出・分析画面,月次集計,PA人件費率,L1,S,画面間,計算項目,外部連携×外部連携,KOT人件費とPOS売上の組合せ,PA人件費÷売上×100,予実対比.PA人件費 ÷ 当月実績.売上税抜 × 100,-,"head_office_employee_working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded","head_office_employee_working_records.daily_cost, ZTOTAL.sales_excluded",POS売上（日別集計）,"予実対比.PA人件費, 当月実績.売上税抜","予実対比.PA人件費率, 日次レポート.PA人件費率, 従業員別勤務実績.PA人件費率",head_office_employee_working_records.daily_cost / ZTOTAL.sales_excluded → head_office_employee_working_records.daily_cost / head_office_connected_service_sales_logs.sales_excluded → 月次集計.PA人件費率,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。
105,実績算出・分析画面,月次集計,粗利単価,L4a,C,画面間,計算項目,複数種類混在,POS売上と演算結果の組合せ,(売上-原価)÷客数,(当月実績.売上税抜 - 月次レポート.原価金額) ÷ 感度分析.客数,月次レポート.原価金額,"head_office_connected_service_sales_logs.sales_excluded, z_totals.customers",ZTOTAL.sales_excluded,POS売上（日別集計）,"月次レポート.原価金額, 当月実績.売上税抜, 感度分析.客数",感度分析.粗利単価,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / z_totals.customers → 月次レポート.原価金額 → 月次集計.粗利単価,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
106,実績算出・分析画面,月次集計,粗利率,L4a,C,画面間,計算項目,複数種類混在,POS売上と演算結果の組合せ,(売上-原価)÷売上×100,(当月実績.売上税抜 - 月次レポート.原価金額) ÷ 当月実績.売上税抜 × 100,月次レポート.原価金額,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次レポート.原価金額, 当月実績.売上税抜",感度分析.粗利率,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.原価金額 → 月次集計.粗利率,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。
107,実績算出・分析画面,月次集計,その他変動費率,L4a,C,画面間,計算項目,外部連携×ユーザー入力,費用設定とPOS売上の組合せ,その他変動費÷売上×100,予実対比.その他経費 ÷ 当月実績.売上税抜 × 100,-,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（費用設定）","予実対比.その他経費, 当月実績.売上税抜",-,ZTOTAL.sales_excluded → monthly_costs.value / head_office_connected_service_sales_logs.sales_excluded → 月次集計.その他変動費率,スキーマ検証済,-,その他経費に変動費のみ含まれるか不明,その他経費の内訳を確認必要,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。
108,実績算出・分析画面,月次集計,変動費,L1,C,画面間,計算項目,演算×外部連携,POS売上と演算結果の組合せ,売上-粗利,当月実績.売上税抜 - 月次集計.粗利,月次集計.粗利,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次集計.粗利, 当月実績.売上税抜",月次集計.粗利,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.粗利 → 月次集計.変動費,スキーマ検証済,-,変動費の循環参照問題,変動費の元定義を確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
109,実績算出・分析画面,月次集計,粗利,L1,C,画面間,計算項目,演算×外部連携,POS売上と演算結果の組合せ,売上-変動費,当月実績.売上税抜 - 月次集計.変動費,月次集計.変動費,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次集計.変動費, 当月実績.売上税抜",月次集計.変動費,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.変動費 → 月次集計.粗利,スキーマ検証済,-,粗利の循環参照問題,粗利の元定義を確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
110,実績算出・分析画面,月次集計,固定費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM,SUM(monthly_costs.value) WHERE cost_type = '固定費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 月次集計.固定費,スキーマ検証済,-,固定費の判定方法が不明,費目マスタに固定/変動フラグがあるか確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
111,実績算出・分析画面,月次集計,売上税抜,L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded),-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.売上(税抜),スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
112,実績算出・分析画面,月次集計,客数,L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.customers),-,head_office_connected_service_sales_logs.customers,ZTOTAL.customers,POS売上（日別集計）,[外部]ZTOTAL.customers,-,ZTOTAL.customers → head_office_connected_service_sales_logs.customers → 月次集計.客数,スキーマ検証済,-,-,-,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。
113,実績算出・分析画面,月次集計,原価金額,L4a,C,画面間,計算項目,演算,画面間演算,月次レポート.原価金額から参照,-,月次レポート.原価金額,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",-,インフォマート（仕入）,月次レポート.原価金額,-,月次レポート.原価金額 → 月次集計.原価金額,演算検証済,インプット元: 月次レポート.原価金額,画面'月次集計'に'原価金額'が実際に存在するか要確認,実画面で目視確認が必要,実績算出・分析画面,ダッシュボード表示,「月次レポート」（実績算出・分析画面）で算出された指標をモニタリング表示。
114,実績算出・分析画面,月次集計,その他経費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.その他経費から参照,-,予実対比.その他経費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.その他経費,-,予実対比.その他経費 → 月次集計.その他経費,スキーマ検証済,-,画面'月次集計'に'その他経費'が実際に存在するか要確認,実画面で目視確認が必要,実績算出・分析画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
115,実績算出・分析画面,月次集計,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,予実対比.FD仕入から参照,-,予実対比.FD仕入,infomart_transactions.total_tax_excluded,-,インフォマート（仕入）,予実対比.FD仕入,-,予実対比.FD仕入 → 月次集計.FD仕入,演算検証済,インプット元: 予実対比.FD仕入,画面'月次集計'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要,実績算出・分析画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
116,実績算出・分析画面,月次レポート,原価金額,L4a,C,画面内,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,-,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",infomart_transactions.total_tax_excluded,インフォマート（仕入）,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫","FD分析.FD原価率, 仕入先分析.原価金額, 当月実績.原価金額, 感度分析.原価金額, 月次集計.原価金額",tax_excluded_total → shop_inventories.amount（棚卸入力） / infomart_transactions.total_tax_excluded → 月次レポート.原価金額,要確認,テーブル'shop_inventories'が存在しない,棚卸データのテーブル構造が不明,棚卸マスタのスキーマを確認必要,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。
