,,,高：L2以上の指標が5個以上,,,最高：TITEM参照+時間帯フィルタ / 高負荷指標が多数,L0:データ取得層,,,,,,,,,,◎ 必須,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間予算_レジ利用料",年間実績_レジ利用料 - 年間予算_レジ利用料,年間予実差額_レジ利用料: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_レジ利用料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_クレジットカード手数料",年間実績_クレジットカード手数料 - 年間予算_クレジットカード手数料,年間予実差額_クレジットカード手数料: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_クレジットカード手数料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間予算_お花代",年間実績_お花代 - 年間予算_お花代,年間予実差額_お花代: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_お花代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間予算_営業利益",年間実績_営業利益 - 年間予算_営業利益,年間予実差額_営業利益: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_営業利益,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_総売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_総売上 計 ÷ 年間予算_総売上 計 × 100,年間予算対比率_総売上 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_総売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_フード売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_フード売上 計 ÷ 年間予算_フード売上 計 × 100,年間予算対比率_フード売上 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_フード売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_フード売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_フード売上ランチ ÷ 年間予算_フード売上ランチ × 100,年間予算対比率_フード売上ランチ: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_フード売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_フード売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_フード売上ディナー ÷ 年間予算_フード売上ディナー × 100,年間予算対比率_フード売上ディナー: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_フード売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ドリンク売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ドリンク売上 計 ÷ 年間予算_ドリンク売上 計 × 100,年間予算対比率_ドリンク売上 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ドリンク売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ドリンク売上ランチ ÷ 年間予算_ドリンク売上ランチ × 100,年間予算対比率_ドリンク売上ランチ: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ドリンク売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ドリンク売上ディナー ÷ 年間予算_ドリンク売上ディナー × 100,年間予算対比率_ドリンク売上ディナー: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ドリンク売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_その他売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_その他売上 計 ÷ 年間予算_その他売上 計 × 100,年間予算対比率_その他売上 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_その他売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_その他売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_その他売上ランチ ÷ 年間予算_その他売上ランチ × 100,年間予算対比率_その他売上ランチ: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_その他売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_その他売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_その他売上ディナー ÷ 年間予算_その他売上ディナー × 100,年間予算対比率_その他売上ディナー: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_その他売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_FLコスト 計 ÷ 年間予算_FLコスト 計 × 100,年間予算対比率_FLコスト 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_FLコスト 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_FD仕入 計 ÷ 年間予算_FD仕入 計 × 100,年間予算対比率_FD仕入 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_FD仕入 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_フード仕入, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_フード仕入 ÷ 年間予算_フード仕入 × 100,年間予算対比率_フード仕入: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_フード仕入,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ドリンク仕入, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ドリンク仕入 ÷ 年間予算_ドリンク仕入 × 100,年間予算対比率_ドリンク仕入: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ドリンク仕入,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_人件費 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_人件費 計 ÷ 年間予算_人件費 計 × 100,年間予算対比率_人件費 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_人件費 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_固定人件費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_固定人件費 ÷ 年間予算_固定人件費 × 100,年間予算対比率_固定人件費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_固定人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_PA人件費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_PA人件費 ÷ 年間予算_PA人件費 × 100,年間予算対比率_PA人件費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_PA人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_社員人件費 ÷ 年間予算_社員人件費 × 100,年間予算対比率_社員人件費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_社員人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ヘルプ人件費 ÷ 年間予算_ヘルプ人件費 × 100,年間予算対比率_ヘルプ人件費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ヘルプ人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_その他経費 計 ÷ 年間予算_その他経費 計 × 100,年間予算対比率_その他経費 計: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_その他経費 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_地代家賃 ÷ 年間予算_地代家賃 × 100,年間予算対比率_地代家賃: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_地代家賃,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_家賃（変動分） ÷ 年間予算_家賃（変動分） × 100,年間予算対比率_家賃（変動分）: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_家賃（変動分）,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_水道光熱費 ÷ 年間予算_水道光熱費 × 100,年間予算対比率_水道光熱費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_水道光熱費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_電気代 ÷ 年間予算_電気代 × 100,年間予算対比率_電気代: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_電気代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ガス代 ÷ 年間予算_ガス代 × 100,年間予算対比率_ガス代: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ガス代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_水道代 ÷ 年間予算_水道代 × 100,年間予算対比率_水道代: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_水道代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_減価償却費 ÷ 年間予算_減価償却費 × 100,年間予算対比率_減価償却費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_減価償却費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_販促費 ÷ 年間予算_販促費 × 100,年間予算対比率_販促費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_販促費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_資材費 ÷ 年間予算_資材費 × 100,年間予算対比率_資材費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_資材費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_借入金返済 ÷ 年間予算_借入金返済 × 100,年間予算対比率_借入金返済: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_借入金返済,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_IT費用 ÷ 年間予算_IT費用 × 100,年間予算対比率_IT費用: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_IT費用,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ラクミー利用料 ÷ 年間予算_ラクミー利用料 × 100,年間予算対比率_ラクミー利用料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ラクミー利用料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_レジ利用料 ÷ 年間予算_レジ利用料 × 100,年間予算対比率_レジ利用料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_レジ利用料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_クレジットカード手数料 ÷ 年間予算_クレジットカード手数料 × 100,年間予算対比率_クレジットカード手数料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_クレジットカード手数料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_お花代 ÷ 年間予算_お花代 × 100,年間予算対比率_お花代: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_お花代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_営業利益 ÷ 年間予算_営業利益 × 100,年間予算対比率_営業利益: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_営業利益,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_総売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_総売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_総売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上ランチ,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上ディナー,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_FLコスト 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_FLコスト 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_FLコスト 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_FD仕入 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_FD仕入 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_FD仕入 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード仕入 ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード仕入: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード仕入,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク仕入 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク仕入: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク仕入,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_人件費 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_人件費 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_人件費 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_固定人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_固定人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_固定人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_PA人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_PA人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_PA人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_社員人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_社員人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ヘルプ人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ヘルプ人件費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他経費 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他経費 計,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,年間予算構成比_地代家賃: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_地代家賃,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,年間予算構成比_家賃（変動分）: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_家賃（変動分）,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_水道光熱費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_水道光熱費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_電気代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_電気代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_電気代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ガス代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ガス代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_水道代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_水道代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_水道代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_減価償却費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_減価償却費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_販促費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_販促費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_販促費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_資材費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_資材費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_資材費,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,年間予算構成比_借入金返済: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_借入金返済,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,年間予算構成比_IT費用: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_IT費用,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ラクミー利用料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ラクミー利用料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_レジ利用料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_レジ利用料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_クレジットカード手数料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_クレジットカード手数料,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_お花代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_お花代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_お花代,,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,年間予算構成比_営業利益: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_営業利益,,,,,
,,,,,,,,,,,,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_総売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_総売上 計,,,,,
,,,,,,,,,,,,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上 計,,,,,
,,,,,,,,,,,,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上ランチ,,,,,
,,,,,,,,,,,,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上ディナー,,,,,
,,,,,,,,,,,,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上 計,,,,,
,,,,,,,,,,,,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上ランチ,,,,,
,,,,,,,,,,,,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上ディナー,,,,,
,,,,,,,,,,,,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上 計,,,,,
,,,,,,,,,,,,年間実績_その他売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上ランチ,,,,,
,,,,,,,,,,,,年間実績_その他売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上ディナー,,,,,
,,,,,,,,,,,,年間実績_FLコスト 計 ÷ 年間実績_総売上 計 × 100,年間構成比_FLコスト 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_FLコスト 計,,,,,
,,,,,,,,,,,,年間実績_FD仕入 計 ÷ 年間実績_総売上 計 × 100,年間構成比_FD仕入 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_FD仕入 計,,,,,
,,,,,,,,,,,,年間実績_フード仕入 ÷ 年間実績_総売上 計 × 100,年間構成比_フード仕入: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード仕入,,,,,
,,,,,,,,,,,,年間実績_ドリンク仕入 ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク仕入: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク仕入,,,,,
,,,,,,,,,,,,年間実績_人件費 計 ÷ 年間実績_総売上 計 × 100,年間構成比_人件費 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_人件費 計,,,,,
,,,,,,,,,,,,年間実績_固定人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_固定人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_固定人件費,,,,,
,,,,,,,,,,,,年間実績_PA人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_PA人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_PA人件費,,,,,
,,,,,,,,,,,,年間実績_社員人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_社員人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_社員人件費,,,,,
