作成日: 2025年12月16日,,,,,,最高：TITEM参照+時間帯フィルタ / 高負荷指標が多数,L0：データ取得層,,,,,,,,,,◎ 必須,
,,,,,,高：外部連携×外部連携 / 複合演算,L1：単純演算層,,,,,,,,,,○ 推奨,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_減価償却費 ÷ 年間予算_減価償却費 × 100,年間予算対比率_減価償却費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_減価償却費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_販促費 ÷ 年間予算_販促費 × 100,年間予算対比率_販促費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_販促費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_資材費 ÷ 年間予算_資材費 × 100,年間予算対比率_資材費: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_資材費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_借入金返済 ÷ 年間予算_借入金返済 × 100,年間予算対比率_借入金返済: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_借入金返済,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_IT費用 ÷ 年間予算_IT費用 × 100,年間予算対比率_IT費用: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_IT費用,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_ラクミー利用料 ÷ 年間予算_ラクミー利用料 × 100,年間予算対比率_ラクミー利用料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_ラクミー利用料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_レジ利用料 ÷ 年間予算_レジ利用料 × 100,年間予算対比率_レジ利用料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_レジ利用料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_クレジットカード手数料 ÷ 年間予算_クレジットカード手数料 × 100,年間予算対比率_クレジットカード手数料: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_クレジットカード手数料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_お花代 ÷ 年間予算_お花代 × 100,年間予算対比率_お花代: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_お花代,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_営業利益 ÷ 年間予算_営業利益 × 100,年間予算対比率_営業利益: 実績 / 予算 × 100,年間予実対比（予実対比）.年間予算対比率_営業利益,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_総売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_総売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_総売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上ランチ ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上ランチ: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他売上ディナー ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他売上ディナー: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_FLコスト 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_FLコスト 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_FLコスト 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_FD仕入 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_FD仕入 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_FD仕入 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_フード仕入 ÷ 年間予算_総売上 計 × 100,年間予算構成比_フード仕入: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_フード仕入,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ドリンク仕入 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ドリンク仕入: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ドリンク仕入,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_人件費 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_人件費 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_人件費 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_固定人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_固定人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_固定人件費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_PA人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_PA人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_PA人件費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_社員人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_社員人件費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ヘルプ人件費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ヘルプ人件費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,年間予算構成比_その他経費 計: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_その他経費 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,年間予算構成比_地代家賃: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_地代家賃,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,年間予算構成比_家賃（変動分）: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_家賃（変動分）,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_水道光熱費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_水道光熱費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_電気代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_電気代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_電気代,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ガス代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ガス代,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_水道代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_水道代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_水道代,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_減価償却費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_減価償却費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_販促費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_販促費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_販促費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_資材費 ÷ 年間予算_総売上 計 × 100,年間予算構成比_資材費: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_資材費,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,年間予算構成比_借入金返済: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_借入金返済,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,年間予算構成比_IT費用: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_IT費用,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_ラクミー利用料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_ラクミー利用料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_レジ利用料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_レジ利用料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,年間予算構成比_クレジットカード手数料: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_クレジットカード手数料,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_お花代 ÷ 年間予算_総売上 計 × 100,年間予算構成比_お花代: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_お花代,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,年間予算構成比_営業利益: 予算 / 予算総売上 × 100,年間予実対比（予実対比）.年間予算構成比_営業利益,,,,
,,,,,,,,,,,,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_総売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_総売上 計,,,,
,,,,,,,,,,,,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上 計,,,,
,,,,,,,,,,,,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上ランチ,,,,
,,,,,,,,,,,,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_フード売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード売上ディナー,,,,
,,,,,,,,,,,,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上 計,,,,
,,,,,,,,,,,,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上ランチ,,,,
,,,,,,,,,,,,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク売上ディナー,,,,
,,,,,,,,,,,,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上 計,,,,
,,,,,,,,,,,,年間実績_その他売上ランチ ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上ランチ: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上ランチ,,,,
,,,,,,,,,,,,年間実績_その他売上ディナー ÷ 年間実績_総売上 計 × 100,年間構成比_その他売上ディナー: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他売上ディナー,,,,
,,,,,,,,,,,,年間実績_FLコスト 計 ÷ 年間実績_総売上 計 × 100,年間構成比_FLコスト 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_FLコスト 計,,,,
,,,,,,,,,,,,年間実績_FD仕入 計 ÷ 年間実績_総売上 計 × 100,年間構成比_FD仕入 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_FD仕入 計,,,,
,,,,,,,,,,,,年間実績_フード仕入 ÷ 年間実績_総売上 計 × 100,年間構成比_フード仕入: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_フード仕入,,,,
,,,,,,,,,,,,年間実績_ドリンク仕入 ÷ 年間実績_総売上 計 × 100,年間構成比_ドリンク仕入: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ドリンク仕入,,,,
,,,,,,,,,,,,年間実績_人件費 計 ÷ 年間実績_総売上 計 × 100,年間構成比_人件費 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_人件費 計,,,,
,,,,,,,,,,,,年間実績_固定人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_固定人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_固定人件費,,,,
,,,,,,,,,,,,年間実績_PA人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_PA人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_PA人件費,,,,
,,,,,,,,,,,,年間実績_社員人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_社員人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_社員人件費,,,,
,,,,,,,,,,,,年間実績_ヘルプ人件費 ÷ 年間実績_総売上 計 × 100,年間構成比_ヘルプ人件費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ヘルプ人件費,,,,
,,,,,,,,,,,,年間実績_その他経費 計 ÷ 年間実績_総売上 計 × 100,年間構成比_その他経費 計: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_その他経費 計,,,,
,,,,,,,,,,,,年間実績_地代家賃 ÷ 年間実績_総売上 計 × 100,年間構成比_地代家賃: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_地代家賃,,,,
,,,,,,,,,,,,年間実績_家賃（変動分） ÷ 年間実績_総売上 計 × 100,年間構成比_家賃（変動分）: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_家賃（変動分）,,,,
,,,,,,,,,,,,年間実績_水道光熱費 ÷ 年間実績_総売上 計 × 100,年間構成比_水道光熱費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_水道光熱費,,,,
,,,,,,,,,,,,年間実績_電気代 ÷ 年間実績_総売上 計 × 100,年間構成比_電気代: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_電気代,,,,
,,,,,,,,,,,,年間実績_ガス代 ÷ 年間実績_総売上 計 × 100,年間構成比_ガス代: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ガス代,,,,
,,,,,,,,,,,,年間実績_水道代 ÷ 年間実績_総売上 計 × 100,年間構成比_水道代: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_水道代,,,,
,,,,,,,,,,,,年間実績_減価償却費 ÷ 年間実績_総売上 計 × 100,年間構成比_減価償却費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_減価償却費,,,,
,,,,,,,,,,,,年間実績_販促費 ÷ 年間実績_総売上 計 × 100,年間構成比_販促費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_販促費,,,,
,,,,,,,,,,,,年間実績_資材費 ÷ 年間実績_総売上 計 × 100,年間構成比_資材費: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_資材費,,,,
,,,,,,,,,,,,年間実績_借入金返済 ÷ 年間実績_総売上 計 × 100,年間構成比_借入金返済: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_借入金返済,,,,
,,,,,,,,,,,,年間実績_IT費用 ÷ 年間実績_総売上 計 × 100,年間構成比_IT費用: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_IT費用,,,,
,,,,,,,,,,,,年間実績_ラクミー利用料 ÷ 年間実績_総売上 計 × 100,年間構成比_ラクミー利用料: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_ラクミー利用料,,,,
,,,,,,,,,,,,年間実績_レジ利用料 ÷ 年間実績_総売上 計 × 100,年間構成比_レジ利用料: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_レジ利用料,,,,
,,,,,,,,,,,,年間実績_クレジットカード手数料 ÷ 年間実績_総売上 計 × 100,年間構成比_クレジットカード手数料: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_クレジットカード手数料,,,,
,,,,,,,,,,,,年間実績_お花代 ÷ 年間実績_総売上 計 × 100,年間構成比_お花代: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_お花代,,,,
,,,,,,,,,,,,年間実績_営業利益 ÷ 年間実績_総売上 計 × 100,年間構成比_営業利益: 実績 / 実績総売上 × 100,年間予実対比（予実対比）.年間構成比_営業利益,,,,
,,,,,,,,画面間演算,,monthly_costs.value,,売上-FLコスト-経費,年間実績_営業利益: 年間予実対比(予実対比).総売上 計 - 年間予実対比(予実対比).FLコスト 計 - 年間予実対比(予実対比).その他経費 計,年間予実対比（予実対比）.年間実績_営業利益,,,,
,,,,,,,,画面間×設定値,,"monthly_budgets.target_sales, budget_sales_compositions.food_ratio",月次予算設定.年間フード売上,年間予算_総売上 計 × 売上構成比設定.フード構成比,年間予算_フード売上 計: 年間予算 × food_ratio,年間予実対比（予実対比）.年間予算_フード売上 計,,,,
,,,,,,,,,,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",月次予算設定.年間フード売上ランチ,年間予算_フード売上 計 × 売上構成比設定.ランチ比率,年間予算_フード売上ランチ: 年間予算 × lunch_ratio,年間予実対比（予実対比）.年間予算_フード売上ランチ,,,,
,,,,,,,,,,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",月次予算設定.年間フード売上ディナー,年間予算_フード売上 計 × 売上構成比設定.ディナー比率,年間予算_フード売上ディナー: 年間予算 × dinner_ratio,年間予実対比（予実対比）.年間予算_フード売上ディナー,,,,
,,,,,,,,,,"monthly_budgets.target_sales, budget_sales_compositions.drink_ratio",月次予算設定.年間ドリンク売上,年間予算_総売上 計 × 売上構成比設定.ドリンク構成比,年間予算_ドリンク売上 計: 年間予算 × drink_ratio,年間予実対比（予実対比）.年間予算_ドリンク売上 計,,,,
,,,,,,,,,,"monthly_budgets.target_sales, budget_sales_compositions.other_ratio",月次予算設定.年間ドリンク売上ランチ,年間予算_ドリンク売上 計 × 売上構成比設定.ランチ比率,年間予算_ドリンク売上ランチ: 年間予算 × lunch_ratio,年間予実対比（予実対比）.年間予算_ドリンク売上ランチ,,,,
,,,,,,,,,,"monthly_budgets.target_sales, monthly_budgets.food_cost_rate",月次予算設定.年間ドリンク売上ディナー,年間予算_ドリンク売上 計 × 売上構成比設定.ディナー比率,年間予算_ドリンク売上ディナー: 年間予算 × dinner_ratio,年間予実対比（予実対比）.年間予算_ドリンク売上ディナー,,,,
,,,,,,,,,,"monthly_budgets.food_cost_rate, fd_compositions.food_ratio",月次予算設定.年間その他売上（サービス料等）,年間予算_総売上 計 × 売上構成比設定.その他構成比,年間予算_その他売上 計（サービス料等）: 年間予算 × other_ratio,年間予実対比（予実対比）.年間予算_その他売上 計（サービス料等）,,,,
,,,,,,,,,,"monthly_budgets.food_cost_rate, fd_compositions.drink_ratio",月次予算設定.年間その他売上ランチ,年間予算_その他売上 計 × 売上構成比設定.ランチ比率,年間予算_その他売上ランチ: 年間予算 × lunch_ratio,年間予実対比（予実対比）.年間予算_その他売上ランチ,,,,
,,,,,,,,,,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate, 固定人件費予算",月次予算設定.年間その他売上ディナー,年間予算_その他売上 計 × 売上構成比設定.ディナー比率,年間予算_その他売上ディナー: 年間予算 × dinner_ratio,年間予実対比（予実対比）.年間予算_その他売上ディナー,,,,
,,,,,,,,,,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate",月次予算設定.年間FD仕入,SUM(monthly_budgets.target_sales × monthly_budgets.food_cost_rate) GROUP BY year,年間予算_FD仕入 計: target_sales × food_cost_rate,年間予実対比（予実対比）.年間予算_FD仕入 計,,,,
,,,,,,,,,,,月次予算設定.年間フード仕入,年間予算_FD仕入 計 × FD構成比設定.フード比率,年間予算_フード仕入: FD仕入予算 × food_ratio,年間予実対比（予実対比）.年間予算_フード仕入,,,,
,,,,,,,,,,,月次予算設定.年間ドリンク仕入,年間予算_FD仕入 計 × FD構成比設定.ドリンク比率,年間予算_ドリンク仕入: FD仕入予算 × drink_ratio,年間予実対比（予実対比）.年間予算_ドリンク仕入,,,,
,,,,,,,,,,,月次予算設定.年間人件費,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate + 固定人件費) GROUP BY year,年間予算_人件費 計: (target_sales × labor_cost_rate + 固定人件費),年間予実対比（予実対比）.年間予算_人件費 計,,,,
,,,,,,,,,,,月次予算設定.年間PA人件費,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate) GROUP BY year,年間予算_PA人件費: target_sales × labor_cost_rate,年間予実対比（予実対比）.年間予算_PA人件費,,,,
7,感度分析,分析画面,高,S,店舗月次,最高,L3-S,外部連携単独,ZTOTAL.customers,head_office_connected_service_sales_logs.customers,[外部]ZTOTAL.customers,SUM,客数: SUM(ZTOTAL.customers),感度分析.客数,"予算設定.客数, 感度分析.変動費単価, 感度分析.客単価（税抜）, 感度分析.粗利単価, 時間帯別売上分析.客数, 月次集計.客数, 流入分析.客数",長期キャッシュ(1時間以上),◎,日次バッチ
,,,,,,,,,ZTOTAL.sales_excluded,head_office_connected_service_sales_logs.sales_excluded,[外部]ZTOTAL.sales_excluded,SUM,売上（税抜）: SUM(ZTOTAL.sales_excluded),感度分析.売上（税抜）,"当月実績.売上（税抜）, ABC分析.売上（税抜）, 日次レポート.売上（税抜）",,,
,,,,,,,,外部連携×外部連携,"ZTOTAL.sales_excluded, ZTOTAL.customers","head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","当月実績.売上（税抜）, 感度分析.客数",売上÷客数,客単価（税抜）: 当月実績.売上（税抜） ÷ 感度分析.客数,感度分析.客単価（税抜）,"時間帯別売上分析.客単価（税抜）, 月次集計.客単価（税抜）",,,
,,,,,,,,設定値参照,,monthly_costs.value,,SUM,固定費: SUM(monthly_costs.value) WHERE cost_type = '固定費',感度分析.固定費,,,,
,,,,,,,,画面間演算,ZTOTAL.sales_excluded,z_totals.customers,"感度分析.変動費, 感度分析.客数",変動費÷客数,変動費単価: 感度分析.変動費 ÷ 感度分析.客数,感度分析.変動費単価,月次集計.変動費単価,,,
