画面区分	サイドナビ	画面タイトル	期間	画面指標名	親テーブル名1	親テーブル物理名1	親テーブル論理名1	データソーステーブル名1	データソーステーブル詳細名1	データソースカラム物理名1	データソースカラム論理名1	KOTグループ1	KOT物理名1	KOT論理名1	KOT連携種別1	ジョブカングループ1	ジョブカン物理名1	ジョブカン論理名1	ジョブカン連携種別1	親テーブル名2	親テーブル物理名2	親テーブル論理名2	データソーステーブル名2	データソーステーブル詳細名2	データソースカラム物理名2	データソースカラム論理名2	KOTグループ2	KOT物理名2	KOT論理名2	KOT連携種別2	ジョブカングループ2	ジョブカン物理名2	ジョブカン論理名2	ジョブカン連携種別2	親テーブル名3	親テーブル物理名3	親テーブル論理名3	データソーステーブル名3	データソーステーブル詳細名3	データソースカラム物理名3	データソースカラム論理名3	KOTグループ3	KOT物理名3	KOT論理名3	KOT連携種別3	ジョブカングループ3	ジョブカン物理名3	ジョブカン論理名3	ジョブカン連携種別3	演算ロジック	演算式詳細	参照テーブル1	参照テーブル2	参照テーブル3	ハシゴ元画面	ハシゴ先画面	共有データソース	ハシゴ演算説明	入力元画面	出力先画面	計算に使用する他指標
会社	仕入分析	仕入別分析	月次日次	比率	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	仕入先÷総仕入×100	仕入先÷総仕入×100	インフォマート	-	-	-	商品別仕入分析,費目別仕入分析,月次費用入力	ラクミーinfomartテーブル.total_tax_excluded	比率を商品別仕入分析,費目別仕入分析,月次費用入力と共有	-	-	-
会社	仕入分析	商品別仕入分析	月次日次	商品	ラクミーinfomartテーブル	item_name	商品名	detail_list	インフォマート商品明細テーブル	item_name	商品名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	detail_list.item_name	インフォマート	-	-	-	ABC分析	ラクミーinfomartテーブル.item_name	商品をABC分析と共有	-	-	-
会社	仕入分析	商品別仕入分析	月次日次	仕入れ先	ラクミーinfomartテーブル	client_name	取引先名	member_name_partner	インフォマート取引先テーブル	client_name	取引先名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	member_name_partner.client_name	インフォマート	-	-	-	仕入別分析	ラクミーinfomartテーブル.client_name	仕入れ先を仕入別分析と共有	-	-	-
会社	仕入分析	商品別仕入分析	月次日次	金額税抜	ラクミーinfomartテーブル	price	金額	detail_list	インフォマート商品明細テーブル	price	金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM商品別	SUM(detail_list.price)	インフォマート	-	-	-	仕入別分析,費目別仕入分析,商品仕入単価	ラクミーinfomartテーブル.price	金額税抜を仕入別分析,費目別仕入分析,商品仕入単価と共有	-	-	-
会社	仕入分析	商品別仕入分析	月次日次	比率	ラクミーinfomartテーブル	price	金額	detail_list	インフォマート商品明細テーブル	price	金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	商品÷総仕入×100	商品÷総仕入×100	インフォマート	-	-	-	仕入別分析,費目別仕入分析,月次費用入力	ラクミーinfomartテーブル.price	比率を仕入別分析,費目別仕入分析,月次費用入力と共有	-	-	-
会社	仕入分析	費目別仕入分析	月次日次	費目	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目マスタ	monthly_cost_items.name	monthly_cost_items	-	-	-	月次費用入力	monthly_cost_items.name	費目を月次費用入力と共有	-	-	-
会社	仕入分析	費目別仕入分析	月次日次	金額税抜	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM費目別	SUM(monthly_costs.value)	monthly_costs	-	-	-	仕入別分析,商品別仕入分析,商品仕入単価	monthly_costs.value	金額税抜を仕入別分析,商品別仕入分析,商品仕入単価と共有	-	-	-
会社	仕入分析	費目別仕入分析	月次日次	比率	monthly_costs	ratio	比率	monthly_costs	ラクミー月次費用テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目÷総仕入×100	費目÷総仕入×100	monthly_costs	-	-	-	仕入別分析,商品別仕入分析,月次費用入力	monthly_costs.ratio	比率を仕入別分析,商品別仕入分析,月次費用入力と共有	-	-	-
会社	仕入分析	商品仕入単価	月次日次	アイテム	ラクミーinfomartテーブル	item_name	商品名	detail_list	インフォマート商品明細テーブル	item_name	商品名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	detail_list.item_name	インフォマート	-	-	-	-	ラクミーinfomartテーブル.item_name	ラクミーinfomartテーブル.item_nameを商品別仕入分析,平均単価推移と共有	-	-	-
会社	仕入分析	商品仕入単価	月次日次	金額税抜	ラクミーinfomartテーブル	price	金額	detail_list	インフォマート商品明細テーブル	price	金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM商品別	SUM(detail_list.price)	インフォマート	-	-	-	仕入別分析,商品別仕入分析,費目別仕入分析	ラクミーinfomartテーブル.price	金額税抜を仕入別分析,商品別仕入分析,費目別仕入分析と共有	-	-	-
会社	仕入分析	商品仕入単価	月次日次	数量	ラクミーinfomartテーブル	num	数量	detail_list	インフォマート商品明細テーブル	num	数量	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM商品別	SUM(detail_list.num)	インフォマート	-	-	-	平均単価推移	ラクミーinfomartテーブル.num	数量を平均単価推移と共有	-	-	-
会社	仕入分析	商品仕入単価	月次日次	単価	ラクミーinfomartテーブル	unit_price	単価	detail_list	インフォマート商品明細テーブル	unit_price	単価	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	金額÷数量	金額÷数量	インフォマート	-	-	-	-	ラクミーinfomartテーブル.unit_price	ラクミーinfomartテーブル.unit_priceを平均単価推移と共有	-	-	-
会社	仕入分析	平均単価推移	月次	仕入商品ラベル	ラクミーinfomartテーブル	item_name	商品名	detail_list	インフォマート商品明細テーブル	item_name	商品名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ラベルマスタ	detail_list.item_name	インフォマート	-	-	-	-	ラクミーinfomartテーブル.item_name	ラクミーinfomartテーブル.item_nameを商品別仕入分析,商品仕入単価と共有	-	-	-
会社	仕入分析	平均単価推移	月次	仕入金額税抜	ラクミーinfomartテーブル	price	金額	detail_list	インフォマート商品明細テーブル	price	金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM月別	SUM(detail_list.price)	インフォマート	-	-	-	-	ラクミーinfomartテーブル.price	ラクミーinfomartテーブル.priceを商品別仕入分析,商品仕入単価と共有	-	-	-
会社	仕入分析	平均単価推移	月次	数量	ラクミーinfomartテーブル	num	数量	detail_list	インフォマート商品明細テーブル	num	数量	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM月別	SUM(detail_list.num)	インフォマート	-	-	-	商品仕入単価	ラクミーinfomartテーブル.num	数量を商品仕入単価と共有	-	-	-
会社	仕入分析	平均単価推移	月次	平均単価	ラクミーinfomartテーブル	unit_price	単価	detail_list	インフォマート商品明細テーブル	unit_price	単価	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	金額÷数量	金額÷数量	インフォマート	-	-	-	-	ラクミーinfomartテーブル.unit_price	ラクミーinfomartテーブル.unit_priceを商品仕入単価と共有	-	-	-
会社	仕入分析	平均単価推移	直近6ヶ月	平均単価推移	ラクミーinfomartテーブル	unit_price	単価	detail_list	インフォマート商品明細テーブル	unit_price	単価																																							直近6ヶ月の平均単価推移	AVG(detail_list.unit_price) 月別推移								-	-	-
会社	仕入分析	平均単価推移	直近12ヶ月	平均単価推移	ラクミーinfomartテーブル	unit_price	単価	detail_list	インフォマート商品明細テーブル	unit_price	単価																																							直近12ヶ月の平均単価推移	AVG(detail_list.unit_price) 月別推移								-	-	-
会社	詳細分析	進捗分析	月次	利益進捗率	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	monthly_budgets	value	予算金額	monthly_budgets	ラクミー月次予算テーブル	value	予算金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	営業利益累計÷目標利益×100	(ZTOTAL.sales_excluded - trade_total.total_tax_excluded - labor_costs_logs.labor_costs - monthly_costs.value) ÷ monthly_budgets.profit_target × 100	ZTOTAL	monthly_budgets	-	-	-	ラクミー集計単位日別テーブル.sales_excluded	ラクミー集計単位日別テーブル.sales_excludedを主要KPI指標,当月実績,店舗別サマリーと共有	-	-	営業利益, 目標利益(monthly_budgets)
会社	詳細分析	進捗分析	月次	売上進捗率	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	monthly_budgets	value	予算金額	monthly_budgets	ラクミー月次予算テーブル	value	予算金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	売上累計÷目標×100	(ZTOTAL.sales_excluded) ÷ (monthly_budgets.value)	ZTOTAL	monthly_budgets	-	-	店舗別サマリー	ラクミー集計単位日別テーブル.sales_excluded	売上進捗率を店舗別サマリーと共有	店舗別サマリー	店舗別サマリー	売上税抜累計, 売上目標
会社	詳細分析	進捗分析	月次	達成率	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	monthly_budgets	value	予算金額	monthly_budgets	ラクミー月次予算テーブル	value	予算金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	実績÷目標×100	(ZTOTAL.sales_excluded) ÷ (monthly_budgets.value)	ZTOTAL	monthly_budgets	-	-	-	ラクミー集計単位日別テーブル.sales_excluded	ラクミー集計単位日別テーブル.sales_excludedを主要KPI指標,当月実績,店舗別サマリーと共有	-	-	-
会社	詳細分析	日次推移	月次	売上税抜	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	ZTOTAL	-	-	-	当月実績,店舗別サマリー,ABC分析,日次レポート	ラクミー集計単位日別テーブル.sales_excluded	売上税抜を当月実績,店舗別サマリー,ABC分析,日次レポートと共有	-	-	-
会社	詳細分析	日次推移	月次	仕入費	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	詳細分析	日次推移	月次	PA人件費	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	labor_costs_logs	-	-	-	予実対比,日次レポート	head_office_connected_service_labor_costs_logs.labor_costs	PA人件費を予実対比,日次レポートと共有	-	-	-
会社	詳細分析	利益率	月次	目標利益率	monthly_budgets	ratio	比率	monthly_budgets	ラクミー月次予算テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	monthly_budgets.ratio	monthly_budgets	-	-	-	-	monthly_budgets.ratio	monthly_budgets.ratioを仕入費率,PA人件費率,予算設定と共有	-	-	-
会社	詳細分析	仕入費率	月次	目標仕入費率	monthly_budgets	ratio	比率	monthly_budgets	ラクミー月次予算テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	monthly_budgets.ratio	monthly_budgets	-	-	-	-	monthly_budgets.ratio	monthly_budgets.ratioを利益率,PA人件費率,予算設定と共有	-	-	-
会社	詳細分析	PA人件費率	月次	目標PA人件費率	monthly_budgets	ratio	比率	monthly_budgets	ラクミー月次予算テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	マスタ参照	monthly_budgets.ratio	monthly_budgets	-	-	-	-	monthly_budgets.ratio	monthly_budgets.ratioを利益率,仕入費率,予算設定と共有	-	-	-
会社	詳細分析	客数	月次	当月客数	ラクミー集計単位日別テーブル	customers	レストラン売上客数	ZTOTAL	USENレジPOS日別売上集計テーブル	customers	レストラン売上客数	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM月別	SUM(ZTOTAL.customers)	ZTOTAL	-	-	-	-	ラクミー集計単位日別テーブル.customers	ラクミー集計単位日別テーブル.customersを時間帯別売上分析,曜日別売上分析と共有	-	-	-
会社	詳細分析	客単価	月次	当月客単価税抜	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	ラクミー集計単位日別テーブル	customers	レストラン売上客数	ZTOTAL	USENレジPOS日別売上集計テーブル	customers	レストラン売上客数	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	売上÷客数	(ZTOTAL.sales_excluded) ÷ (ZTOTAL.customers)	ZTOTAL	ZTOTAL	-	-	-	ラクミー集計単位日別テーブル.sales_excluded	ラクミー集計単位日別テーブル.sales_excludedを主要KPI指標,当月実績,店舗別サマリーと共有	-	-	-
会社	集計	予実対比	月次日次	総売上	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	monthly_budgets	value	予算金額	monthly_budgets	ラクミー月次予算テーブル	value	予算金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM	SUM(ZTOTAL.sales_excluded)	ZTOTAL	monthly_budgets	-	-	-	ラクミー集計単位日別テーブル.sales_excluded	ラクミー集計単位日別テーブル.sales_excludedを主要KPI指標,当月実績,店舗別サマリーと共有	-	-	-
会社	集計	予実対比	月次日次	フード売上	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMフード	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedをABC分析,商品別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	フード売上ランチ	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM(フードかつオーダー時刻11-15時フィルタ)	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedを時間帯別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	フード売上ディナー	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM(フードかつオーダー時刻17-23時フィルタ)	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedを時間帯別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	ドリンク売上	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMドリンク	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedをABC分析,商品別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	ドリンク売上ランチ	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM(ドリンクかつオーダー時刻11-15時フィルタ)	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedを時間帯別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	ドリンク売上ディナー	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM(ドリンクかつオーダー時刻17-23時フィルタ)	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedを時間帯別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	その他売上	ラクミー集計単位日別の商品テーブル	sales_excluded	合計金額	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	合計金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMその他	SUM(TITEM.sales_excluded)	TITEM	-	-	-	-	ラクミー集計単位日別の商品テーブル.sales_excluded	ラクミー集計単位日別の商品テーブル.sales_excludedをABC分析,商品別売上分析と共有	-	-	-
会社	集計	予実対比	月次日次	割引値引き	ラクミー集計単位日別テーブル	discount	値引き	ZTOTAL	USENレジPOS日別売上集計テーブル	discount	値引き	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM	SUM(ZTOTAL.discount)	ZTOTAL	-	-	-	-	ラクミー集計単位日別テーブル.discount	-	-	-	-
会社	集計	予実対比	月次日次	FD仕入	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMFD	SUM(tax_excluded_total.total_tax_excluded)	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	予実対比	月次日次	フード仕入	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMフード	SUM(tax_excluded_total.total_tax_excluded)	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	予実対比	月次日次	ドリンク仕入	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUMドリンク	SUM(tax_excluded_total.total_tax_excluded)	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	予実対比	月次日次	人件費	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM	SUM(head_office_connected_service_labor_costs_logs.labor_costs)	labor_costs_logs	-	-	-	店舗別人件費	head_office_connected_service_labor_costs_logs.labor_costs	人件費を店舗別人件費と共有	-	-	-
会社	集計	予実対比	月次日次	固定人件費	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM月給者	SUM(head_office_connected_service_labor_costs_logs.labor_costs)	labor_costs_logs	-	-	-	-	head_office_connected_service_labor_costs_logs.labor_costs	head_office_connected_service_labor_costs_logs.labor_costsを当月実績,店舗別サマリー,日次推移と共有	-	-	-
会社	集計	予実対比	月次日次	PA人件費	head_office_employee_working_records	daily_cost	人件費	head_office_employee_working_records	従業員勤務実績テーブル	daily_cost	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM時給者	SUM(head_office_employee_working_records.daily_cost)	working_records	-	-	-	日次推移,日次レポート	head_office_employee_working_records.daily_cost	PA人件費を日次推移,日次レポートと共有	-	-	-
会社	集計	予実対比	月次日次	ヘルプ人件費	head_office_connected_service_labor_costs_logs	help_costs	ヘルプ人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	help_costs	ヘルプ人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	head_office_connected_service_labor_costs_logs	help_costs_minus	ヘルプ人件費マイナス	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	help_costs_minus	ヘルプ人件費マイナス	日別費用データ	laborCostEstimate	人件費概算	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	help_costs-help_costs_minus	help_costs-help_costs_minus	labor_costs_logs	labor_costs_logs	-	-	店舗別人件費	head_office_connected_service_labor_costs_logs.help_costs	ヘルプ人件費を店舗別人件費と共有	-	-	-
会社	集計	予実対比	月次日次	その他経費	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM経費	SUM(monthly_costs.value)	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
会社	集計	予実対比	月次日次	地代家賃	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目=家賃	費目=家賃	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
会社	集計	予実対比	月次日次	資材費	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目=資材費	費目=資材費	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
会社	集計	予実対比	月次日次	水道光熱費	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目=水道光熱費	費目=水道光熱費	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
